"","plurals.f.lemma","Base.Word","COUNT.Base.Word"
"2460","peasants","peasant",1
"2461","peeks","peek",1
"2462","peers","peer",1
"2463","perfections","perfection",1
"2464","perks","perk",1
"2465","permits","permit",1
"2466","perspectives","perspective",1
"2467","postures","posture",1
"2469","precautions","precaution",1
"2470","predators","predator",1
"2473","prestiges","prestige",1
"2474","principles","principle",1
"2475","prints","print",1
"2476","privileges","privilege",1
"2477","programmers","programmer",1
"2478","progressions","progression",1
"2479","projections","projection",1
"2480","proportions","proportion",1
"2481","propositions","proposition",1
"2482","prostitutes","prostitute",1
"2483","proteins","protein",1
"2484","providers","provider",1
"2485","provisions","provision",1
"2487","pulses","pulse",1
"2488","pyramids","pyramid",1
"2489","radiations","radiation",1
"2490","raises","raise",1
"2491","ranks","rank",1
"2492","ratings","rating",1
"2493","ratios","ratio",1
"2494","readerships","readership",1
"2495","readiness","readiness",1
"2496","realizations","realization",1
"2497","rebellions","rebellion",1
"2498","reconstructions","reconstruction",1
"2499","rectangles","rectangle",1
"2500","redevelopments","redevelopment",1
"2501","refusals","refusal",1
"2502","reigns","reign",1
"2503","reminders","reminder",1
"2504","renewals","renewal",1
"2505","renovations","renovation",1
"2506","reproductions","reproduction",1
"2507","reptiles","reptile",1
"2508","republics","republic",1
"2509","restrictions","restriction",1
"2510","retails","retail",1
"2511","revenues","revenue",1
"2512","richness","richness",1
"2513","riots","riot",1
"2514","rivals","rival",1
"2517","runways","runway",1
"2518","sacks","sack",1
"2519","sacrifices","sacrifice",1
"2520","saints","saint",1
"2521","scholars","scholar",1
"2522","scholarships","scholarship",1
"2523","sectors","sector",1
"2524","selfishness","selfishness",1
"2525","sequences","sequence",1
"2526","serials","serial",1
"2527","setbacks","setback",1
"2528","settlements","settlement",1
"2529","shames","shame",1
"2530","shortcomings","shortcoming",1
"2531","shuttles","shuttle",1
"2532","shyness","shyness",1
"2533","significances","significance",1
"2534","simulations","simulation",1
"2535","slangs","slang",1
"2536","slogans","slogan",1
"2537","slots","slot",1
"2538","smogs","smog",1
"2539","socialists","socialist",1
"2540","solitudes","solitude",1
"2541","spams","spam",1
"2542","specifications","specification",1
"2543","spectrums","spectrum",1
"2544","speculations","speculation",1
"2545","spheres","sphere",1
"2546","spines","spine",1
"2547","spokespersons","spokesperson",1
"2548","sponsorships","sponsorship",1
"2549","staircases","staircase",1
"2550","staminas","stamina",1
"2551","stands","stand",1
"2552","statistics","statistic",1
"2555","stereotypes","stereotype",1
"2556","stockings","stocking",1
"2557","straws","straw",1
"2558","strikers","striker",1
"2560","strolls","stroll",1
"2561","substitutions","substitution",1
"2562","subtitles","subtitles",1
"2563","successors","successor",1
"2564","summits","summit",1
"2565","superiors","superior",1
"2566","supervisors","supervisor",1
"2567","surges","surge",1
"2568","surgeons","surgeon",1
"2569","tactics","tactic",1
"2570","tailpipes","tailpipe",1
"2571","takeovers","takeover",1
"2572","tanks","tank",1
"2573","teamworks","teamwork",1
"2574","technicians","technician",1
"2575","technos","techno",1
"2576","textures","texture",1
"2577","therapists","therapist",1
"2578","thrills","thrill",1
"2579","tobaccos","tobacco",1
"2580","tokens","token",1
"2581","tolls","toll",1
"2582","tortures","torture",1
"2583","trainees","trainee",1
"2584","transactions","transaction",1
"2585","transformations","transformation",1
"2586","treks","trek",1
"2587","triumphs","triumph",1
"2588","trousers","trousers",1
"2589","tuitions","tuition",1
"2590","tunes","tune",1
"2591","twists","twist",1
"2592","undershirts","undershirt",1
"2593","unwillingness","unwillingness",1
"2594","usages","usage",1
"2595","usefulness","usefulness",1
"2596","variables","variable",1
"2597","vegetations","vegetation",1
"2598","veils","veil",1
"2599","veins","vein",1
"2600","verdicts","verdict",1
"2601","viewpoints","viewpoint",1
"2602","vines","vine",1
"2603","walkers","walker",1
"2604","warriors","warrior",1
"2606","wits","wit",1
"2607","workforces","workforce",1
"2608","workplaces","workplace",1
"2609","workshops","workshop",1
"2610","youngsters","youngster",1
"2611","accumulations","accumulation",1
"2612","acres","acre",1
"2613","adolescents","adolescent",1
"2615","alcoholics","alcoholic",1
"2616","alliances","alliance",1
"2617","allocations","allocation",1
"2618","anchors","anchor",1
"2619","antibiotics","antibiotic",1
"2620","anticipations","anticipation",1
"2621","aspirations","aspiration",1
"2622","assaults","assault",1
"2623","attributes","attribute",1
"2624","awes","awe",1
"2625","barks","bark",1
"2626","barns","barn",1
"2627","bets","bet",1
"2629","blackmails","blackmail",1
"2630","blends","blend",1
"2631","blisters","blister",1
"2632","blows","blow",1
"2633","bundles","bundle",1
"2634","burials","burial",1
"2635","carriages","carriage",1
"2636","casseroles","casserole",1
"2637","catastrophes","catastrophe",1
"2638","chancellors","chancellor",1
"2640","charismas","charisma",1
"2641","cheers","cheer",1
"2642","cheerfulness","cheerfulness",1
"2643","chills","chill",1
"2644","circuits","circuit",1
"2645","circulations","circulation",1
"2646","civilians","civilian",1
"2647","classifications","classification",1
"2648","closures","closure",1
"2649","clumsiness","clumsiness",1
"2650","coastlines","coastline",1
"2651","coldness","coldness",1
"2652","combats","combat",1
"2653","comebacks","comeback",1
"2654","commanders","commander",1
"2655","complexions","complexion",1
"2656","compliments","compliment",1
"2657","conceptions","conception",1
"2658","concessions","concession",1
"2659","confrontations","confrontation",1
"2660","consciences","conscience",1
"2661","consensus","consensus",1
"2662","constraints","constraint",1
"2663","consultations","consultation",1
"2664","contempts","contempt",1
"2665","contraceptions","contraception",1
"2666","contraceptives","contraceptive",1
"2667","contradictions","contradiction",1
"2668","conversions","conversion",1
"2669","convictions","conviction",1
"2670","corals","coral",1
"2671","cores","core",1
"2673","counsels","counsel",1
"2674","counselings","counseling",1
"2675","counselors","counselor",1
"2677","cracks","crack",1
"2678","crackdowns","crackdown",1
"2679","cravings","craving",1
"2680","craziness","craziness",1
"2681","creeps","creep",1
"2682","crystals","crystal",1
"2683","decays","decay",1
"2684","deceptions","deception",1
"2685","delegations","delegation",1
"2686","denials","denial",1
"2688","deprivations","deprivation",1
"2689","descendants","descendant",1
"2690","deterrents","deterrent",1
"2691","devastations","devastation",1
"2692","diagnosis","diagnosis",1
"2693","dialects","dialect",1
"2694","diarrheas","diarrhea",1
"2695","dices","dice",1
"2696","disgusts","disgust",1
"2697","dismays","dismay",1
"2698","dispositions","disposition",1
"2699","disputes","dispute",1
"2700","dnas","dna",1
"2701","donors","donor",1
"2702","dooms","doom",1
"2703","doorways","doorway",1
"2704","drains","drain",1
"2705","droughts","drought",1
"2706","eliminations","elimination",1
"2707","embraces","embrace",1
"2708","endeavors","endeavor",1
"2709","endurances","endurance",1
"2710","essences","essence",1
"2711","ethics","ethic",1
"2712","exiles","exile",1
"2713","expenditures","expenditure",1
"2714","explosives","explosive",1
"2716","fakes","fake",1
"2718","fanatics","fanatic",1
"2719","feats","feat",1
"2720","filters","filter",1
"2721","fireplaces","fireplace",1
"2722","fists","fist",1
"2723","flashbacks","flashback",1
"2724","fluids","fluid",1
"2726","followers","follower",1
"2727","forgiveness","forgiveness",1
"2728","formations","formation",1
"2729","fouls","foul",1
"2731","fractions","fraction",1
"2732","fragrances","fragrance",1
"2733","frameworks","framework",1
"2734","frauds","fraud",1
"2735","fringes","fringe",1
"2736","frontiers","frontier",1
"2737","frowns","frown",1
"2738","fulfillments","fulfillment",1
"2739","gambles","gamble",1
"2740","gasps","gasp",1
"2741","gazes","gaze",1
"2742","glares","glare",1
"2743","glows","glow",1
"2745","goodness","goodness",1
"2748","grins","grin",1
"2749","groans","groan",1
"2750","grounds","grounds",1
"2751","hails","hail",1
"2752","hauls","haul",1
"2753","heaps","heap",1
"2754","heirs","heir",1
"2756","hesitations","hesitation",1
"2757","homelessness","homelessness",1
"2758","horizons","horizon",1
"2759","hostages","hostage",1
"2761","illusions","illusion",1
"2762","imitations","imitation",1
"2763","implementations","implementation",1
"2764","imprisonments","imprisonment",1
"2765","impulses","impulse",1
"2766","incentives","incentive",1
"2767","inclinations","inclination",1
"2768","indicators","indicator",1
"2769","infants","infant",1
"2770","inferiors","inferior",1
"2771","inheritances","inheritance",1
"2772","inhibitions","inhibition",1
"2773","injections","injection",1
"2774","insomnias","insomnia",1
"2775","instincts","instinct",1
"2776","instructions","instruction",1
"2777","intellects","intellect",1
"2778","intellectuals","intellectual",1
"2779","intents","intent",1
"2780","interpretations","interpretation",1
"2781","intervals","interval",1
"2782","interventions","intervention",1
"2783","intolerances","intolerance",1
"2784","introverts","introvert",1
"2785","intruders","intruder",1
"2786","intrusions","intrusion",1
"2787","intuitions","intuition",1
"2788","irritations","irritation",1
"2789","janitors","janitor",1
"2790","jugs","jug",1
"2791","justifications","justification",1
"2792","kidneys","kidney",1
"2793","knots","knot",1
"2794","knuckles","knuckle",1
"2795","lawsuits","lawsuit",1
"2796","leaps","leap",1
"2797","leaves","leave",1
"2798","legislations","legislation",1
"2799","linens","linen",1
"2801","lofts","loft",1
"2802","longings","longing",1
"2803","lumbers","lumber",1
"2804","lumps","lump",1
"2805","lures","lure",1
"2806","margins","margin",1
"2807","massacres","massacre",1
"2808","masterpieces","masterpiece",1
"2809","materialisms","materialism",1
"2810","materialists","materialist",1
"2811","medications","medication",1
"2812","mediums","medium",1
"2813","memorials","memorial",1
"2814","mergers","merger",1
"2815","metaphors","metaphor",1
"2816","millenniums","millennium",1
"2817","mishaps","mishap",1
"2818","misinterpretations","misinterpretation",1
"2819","missiles","missile",1
"2820","morales","morale",1
"2821","motions","motion",1
"2822","muddles","muddle",1
"2823","murmurs","murmur",1
"2824","narratives","narrative",1
"2825","narrators","narrator",1
"2826","neckties","necktie",1
"2827","nerves","nerve",1
"2828","nests","nest",1
"2829","nostalgias","nostalgia",1
"2830","nostrils","nostril",1
"2831","observers","observer",1
"2832","odors","odor",1
"2833","officials","official",1
"2834","omissions","omission",1
"2835","openness","openness",1
"2836","optimisms","optimism",1
"2837","ordeals","ordeal",1
"2838","ornaments","ornament",1
"2839","orphans","orphan",1
"2840","outbreaks","outbreak",1
"2841","outputs","output",1
"2842","outrages","outrage",1
"2843","overloads","overload",1
"2844","pacts","pact",1
"2845","paradigms","paradigm",1
"2846","parallels","parallel",1
"2847","particles","particle",1
"2848","pastimes","pastime",1
"2849","perceptions","perception",1
"2850","perseverances","perseverance",1
"2851","persuasions","persuasion",1
"2852","pioneers","pioneer",1
"2853","pits","pit",1
"2854","plagues","plague",1
"2855","pleas","plea",1
"2856","plights","plight",1
"2857","poles","pole",1
"2858","portrayals","portrayal",1
"2859","practitioners","practitioner",1
"2860","precedents","precedent",1
"2861","predecessors","predecessor",1
"2862","premiums","premium",1
"2863","presumptions","presumption",1
"2864","preys","prey",1
"2865","proceedings","proceedings",1
"2866","processions","procession",1
"2867","produces","produce",1
"2868","propagandas","propaganda",1
"2869","prosecutions","prosecution",1
"2870","prosecutors","prosecutor",1
"2871","protagonists","protagonist",1
"2872","proverbs","proverb",1
"2873","provinces","province",1
"2874","provocations","provocation",1
"2875","psychiatrists","psychiatrist",1
"2876","pursuits","pursuit",1
"2878","quotations","quotation",1
"2879","quotes","quote",1
"2880","racists","racist",1
"2881","radicals","radical",1
"2882","raids","raid",1
"2883","realms","realm",1
"2884","reassurances","reassurance",1
"2885","recognitions","recognition",1
"2886","recollections","recollection",1
"2887","recruits","recruit",1
"2888","referendums","referendum",1
"2889","reforms","reform",1
"2891","regimes","regime",1
"2892","rejections","rejection",1
"2893","remorses","remorse",1
"2894","repetitions","repetition",1
"2895","representations","representation",1
"2896","resemblances","resemblance",1
"2897","resentments","resentment",1
"2898","reserves","reserve",1
"2900","resignations","resignation",1
"2901","resiliences","resilience",1
"2902","resistances","resistance",1
"2903","resolutions","resolution",1
"2904","resolves","resolve",1
"2905","restraints","restraint",1
"2906","retailers","retailer",1
"2907","retentions","retention",1
"2908","retreats","retreat",1
"2909","reunions","reunion",1
"2910","revelations","revelation",1
"2911","reversals","reversal",1
"2912","reverses","reverse",1
"2913","revivals","revival",1
"2914","rhymes","rhyme",1
"2915","ribbons","ribbon",1
"2916","riches","riches",1
"2917","rituals","ritual",1
"2918","roars","roar",1
"2919","rounds","round",1
"2920","rulings","ruling",1
"2921","saddles","saddle",1
"2922","sails","sail",1
"2923","sanctions","sanction",1
"2924","sayings","saying",1
"2925","scans","scan",1
"2926","scenarios","scenario",1
"2928","sentiments","sentiment",1
"2929","shields","shield",1
"2930","shovels","shovel",1
"2931","siblings","sibling",1
"2932","silverwares","silverware",1
"2933","simplifications","simplification",1
"2935","sips","sip",1
"2936","sirens","siren",1
"2937","skulls","skull",1
"2938","slaps","slap",1
"2939","slaughters","slaughter",1
"2940","snobs","snob",1
"2941","socialisms","socialism",1
"2942","sorrows","sorrow",1
"2943","sparks","spark",1
"2944","specimens","specimen",1
"2945","splendors","splendor",1
"2946","spotlights","spotlight",1
"2947","spouses","spouse",1
"2948","squads","squad",1
"2951","standpoints","standpoint",1
"2952","stimulus","stimulus",1
"2953","strands","strand",1
"2954","straps","strap",1
"2955","stubbornness","stubbornness",1
"2956","sufferers","sufferer",1
"2957","supplements","supplement",1
"2958","surnames","surname",1
"2962","synonyms","synonym",1
"2963","tacts","tact",1
"2966","taxpayers","taxpayer",1
"2967","tenants","tenant",1
"2968","tenderness","tenderness",1
"2969","thinkers","thinker",1
"2970","threads","thread",1
"2971","thresholds","threshold",1
"2972","thrones","throne",1
"2973","timbers","timber",1
"2975","toddlers","toddler",1
"2976","tolerances","tolerance",1
"2977","toughness","toughness",1
"2978","tractors","tractor",1
"2979","traders","trader",1
"2980","traits","trait",1
"2981","transitions","transition",1
"2982","transmissions","transmission",1
"2983","transplants","transplant",1
"2984","traumas","trauma",1
"2985","treats","treat",1
"2986","tributes","tribute",1
"2987","trios","trio",1
"2989","turmoils","turmoil",1
"2990","undertakings","undertaking",1
"2991","upkeeps","upkeep",1
"2992","urges","urge",1
"2993","vaccinations","vaccination",1
"2995","vandalisms","vandalism",1
"2996","velvets","velvet",1
"2997","ventures","venture",1
"2998","vests","vest",1
"2999","veterans","veteran",1
"3000","vices","vice",1
"3001","virgins","virgin",1
"3002","virtues","virtue",1
"3003","vocations","vocation",1
"3004","voters","voter",1
"3005","vows","vow",1
"3006","warehouses","warehouse",1
"3007","weeds","weed",1
"3008","whims","whim",1
"3010","willpowers","willpower",1
"3011","withdrawals","withdrawal",1
"3012","woodlands","woodland",1
"3013","workaholics","workaholic",1
"3014","worships","worship",1
"3015","wrecks","wreck",1
"3016","wreckages","wreckage",1
"3017","wrinkles","wrinkle",1
"3018","clothes","clothes",1
"3019","draughts","draught",1
"3020","fibres","fibre",1
"3021","magistrates","magistrate",1
"3022","overdrafts","overdraft",1
"3023","pensioners","pensioner",1
"3024","solicitors","solicitor",1
"3025","soyas","soya",1
"3026","turnovers","turnover",1
"3028","savings","saving",1
"3029","defences","defence",1
"3030","regards","regard",1
"3031","labours","labour",1
"3032","counsellings","counselling",1
"3033","counsellors","counsellor",1
"3034","diarrhoeas","diarrhoea",1
"3035","endeavours","endeavour",1
"3037","lifespans","lifespan",1
"3038","odours","odour",1
"3039","outgoings","outgoings",1
"3040","reads","read",1
"3041","spades","spade",1
"3042","splendours","splendour",1
"3043","villagers","villager",1
"3044","discs","disc",1
"3045","colours","colour",1
"3046","favourites","favourite",1
"3047","humours","humour",1
"3048","counts","count",1
"3049","fulfilments","fulfilment",1
"3050","centres","centre",1
"3051","flavours","flavour",1
"3053","autumns","autumn",1
"3054","cafes","cafe",1
"3055","kilometres","kilometre",1
"3056","metres","metre",1
"3057","mums","mum",1
"3058","neighbours","neighbour",1
"3059","programmes","programme",1
"3060","theatres","theatre",1
"3061","websites","website",1
"3062","apps","app",1
"3063","behaviours","behaviour",1
"3065","biscuits","biscuit",1
"3066","cookers","cooker",1
"3067","mathematics","mathematics",1
"3069","moons","moon",1
"3070","railways","railway",1
"3071","stairs","stair",1
"3072","travellers","traveller",1
"3073","accommodations","accommodation",1
"3074","hurricanes","hurricane",1
"3075","neighbourhoods","neighbourhood",1
"3076","tapes","tape",1
"3077","tyres","tyre",1
"3082","beings","being",1
"3083","findings","finding",1
"3084","genres","genre",1
"3085","hearings","hearing",1
"3086","judgements","judgement",1
"3089","minerals","mineral",1
"3090","offences","offence",1
"3091","universes","universe",1
"3097","aliens","alien",1
"3098","applicants","applicant",1
"3099","artworks","artwork",1
"3100","broadcasters","broadcaster",1
"3101","bucks","buck",1
"3102","clips","clip",1
"3103","compounds","compound",1
"3105","cowboys","cowboy",1
"3106","cues","cue",1
"3107","entrepreneurs","entrepreneur",1
"3108","expertises","expertise",1
"3109","forums","forum",1
"3110","fossils","fossil",1
"3111","fragments","fragment",1
"3112","gallons","gallon",1
"3114","greenhouses","greenhouse",1
"3115","kindergartens","kindergarten",1
"3121","lyrics","lyric",1
"3122","makings","making",1
"3123","markers","marker",1
"3125","navigations","navigation",1
"3126","nickels","nickel",1
"3127","outfits","outfit",1
"3128","packets","packet",1
"3129","participations","participation",1
"3130","physicians","physician",1
"3131","placements","placement",1
"3132","protesters","protester",1
"3133","punks","punk",1
"3134","receivers","receiver",1
"3135","revisions","revision",1
"3136","screenings","screening",1
"3137","seekers","seeker",1
"3138","settlers","settler",1
"3139","troops","troop",1
"3140","tsunamis","tsunami",1
"3141","accomplishments","accomplishment",1
"3142","acquisitions","acquisition",1
"3144","aftermaths","aftermath",1
"3145","aides","aide",1
"3146","alignments","alignment",1
"3148","apparels","apparel",1
"3149","archives","archive",1
"3150","arenas","arena",1
"3151","arrays","array",1
"3152","assassinations","assassination",1
"3153","assertions","assertion",1
"3154","asylums","asylum",1
"3155","audits","audit",1
"3156","autos","auto",1
"3157","backdrops","backdrop",1
"3158","bails","bail",1
"3159","ballots","ballot",1
"3160","banners","banner",1
"3161","barrels","barrel",1
"3162","battlefields","battlefield",1
"3164","benchmarks","benchmark",1
"3165","beverages","beverage",1
"3166","bishops","bishop",1
"3167","blasts","blast",1
"3168","blessings","blessing",1
"3169","bookings","booking",1
"3170","booms","boom",1
"3171","buffers","buffer",1
"3174","casinos","casino",1
"3175","chambers","chamber",1
"3177","chunks","chunk",1
"3178","citizenships","citizenship",1
"3179","clusters","cluster",1
"3180","coalitions","coalition",1
"3181","cocktails","cocktail",1
"3182","collisions","collision",1
"3183","columnists","columnist",1
"3184","commentators","commentator",1
"3185","commissioners","commissioner",1
"3186","compassions","compassion",1
"3187","compensations","compensation",1
"3188","compliances","compliance",1
"3189","configurations","configuration",1
"3190","congregations","congregation",1
"3191","contenders","contender",1
"3192","contentions","contention",1
"3193","contractors","contractor",1
"3194","contributors","contributor",1
"3195","coordinators","coordinator",1
"3196","copyrights","copyright",1
"3197","correlations","correlation",1
"3198","correspondences","correspondence",1
"3199","correspondents","correspondent",1
"3200","creators","creator",1
"3201","critiques","critique",1
"3203","cuttings","cutting",1
"3205","debris","debris",1
"3206","deeds","deed",1
"3207","defaults","default",1
"3208","demons","demon",1
"3209","deployments","deployment",1
"3210","descents","descent",1
"3211","detentions","detention",1
"3212","dictators","dictator",1
"3213","disclosures","disclosure",1
"3214","discourses","discourse",1
"3215","doctrines","doctrine",1
"3216","duos","duo",1
"3217","educators","educator",1
"3218","egos","ego",1
"3219","endorsements","endorsement",1
"3220","enforcements","enforcement",1
"3221","engagements","engagement",1
"3222","enthusiasts","enthusiast",1
"3223","epidemics","epidemic",1
"3224","exclusions","exclusion",1
"3225","executions","execution",1
"3226","exploitations","exploitation",1
"3227","factions","faction",1
"3228","fibers","fiber",1
"3229","filmmakers","filmmaker",1
"3230","firearms","firearm",1
"3231","footages","footage",1
"3233","genocides","genocide",1
"3234","gigs","gig",1
"3235","governances","governance",1
"3236","grids","grid",1
"3237","guerrillas","guerrilla",1
"3238","guts","gut",1
"3239","handfuls","handful",1
"3240","homelands","homeland",1
"3241","hydrogens","hydrogen",1
"3242","incarcerations","incarceration",1
"3243","incidences","incidence",1
"3244","indictments","indictment",1
"3245","inmates","inmate",1
"3246","insertions","insertion",1
"3247","insiders","insider",1
"3248","intakes","intake",1
"3249","interfaces","interface",1
"3250","intersections","intersection",1
"3251","jurisdictions","jurisdiction",1
"3252","laps","lap",1
"3253","lawmakers","lawmaker",1
"3254","legislatures","legislature",1
"3255","limbs","limb",1
"3256","listings","listing",1
"3257","loops","loop",1
"3258","magnitudes","magnitude",1
"3259","mainlands","mainland",1
"3260","mandates","mandate",1
"3261","manipulations","manipulation",1
"3262","manuscripts","manuscript",1
"3263","marketplaces","marketplace",1
"3264","meditations","meditation",1
"3266","mentors","mentor",1
"3267","merchants","merchant",1
"3268","militias","militia",1
"3269","mills","mill",1
"3270","mobs","mob",1
"3271","modules","module",1
"3273","niches","niche",1
"3274","nominees","nominee",1
"3275","offerings","offering",1
"3276","outings","outing",1
"3277","outsiders","outsider",1
"3278","pads","pad",1
"3279","parameters","parameter",1
"3281","patents","patent",1
"3282","pathways","pathway",1
"3283","patrons","patron",1
"3284","petitions","petition",1
"3285","pipelines","pipeline",1
"3286","polls","poll",1
"3287","portfolios","portfolio",1
"3290","prevalences","prevalence",1
"3291","privatizations","privatization",1
"3292","proceedings","proceeding",1
"3293","proceeds","proceeds",1
"3294","processors","processor",1
"3295","protocols","protocol",1
"3296","quotas","quota",1
"3297","radars","radar",1
"3298","rankings","ranking",1
"3299","recipients","recipient",1
"3300","regulators","regulator",1
"3301","rehabilitations","rehabilitation",1
"3302","remainders","remainder",1
"3303","removals","removal",1
"3304","rentals","rental",1
"3305","residues","residue",1
"3306","restorations","restoration",1
"3307","rhetorics","rhetoric",1
"3309","rods","rod",1
"3310","rookies","rookie",1
"3311","rosters","roster",1
"3312","rotations","rotation",1
"3313","sakes","sake",1
"3314","segments","segment",1
"3315","setups","setup",1
"3316","shareholders","shareholder",1
"3317","sophomores","sophomore",1
"3318","spectacles","spectacle",1
"3319","stakes","stake",1
"3320","submissions","submission",1
"3321","subscribers","subscriber",1
"3322","subscriptions","subscription",1
"3323","successions","succession",1
"3324","suites","suite",1
"3325","superintendents","superintendent",1
"3326","surveillances","surveillance",1
"3327","suspensions","suspension",1
"3328","syndromes","syndrome",1
"3330","tenures","tenure",1
"3331","terrains","terrain",1
"3332","trademarks","trademark",1
"3333","trailers","trailer",1
"3334","transcripts","transcript",1
"3335","transits","transit",1
"3336","trustees","trustee",1
"3337","tumors","tumor",1
"3338","turnouts","turnout",1
"3339","undergraduates","undergraduate",1
"3340","vacuums","vacuum",1
"3341","vessels","vessel",1
"3342","violations","violation",1
"3343","mrs","mr",1
"3347","republicans","republican",1
"3349","democrats","democrat",1
"3353","senators","senator",1
"3355","governors","governor",1
"3372","bureaus","bureau",1
"3373","creeks","creek",1
"3374","tablespoons","tablespoon",1
"3375","respondents","respondent",1
"3376","pants","pant",1
"3377","bibles","bible",1
"3378","affiliations","affiliation",1
"3379","techs","tech",1
"3380","fighters","fighter",1
"3381","mamas","mama",1
"3382","sanctions","sanctions",1
"3383","hunters","hunter",1
"3390","catholics","catholic",1
"3391","defendants","defendant",1
"3392","clays","clay",1
"3393","quarterbacks","quarterback",1
"3394","pitchers","pitcher",1
"3395","servings","serving",1
"3396","sheriffs","sheriff",1
"3397","hallways","hallway",1
"3398","hays","hay",1
"3399","lieutenants","lieutenant",1
"3400","clerks","clerk",1
"3401","jurors","juror",1
"3402","carbohydrates","carbohydrate",1
"3403","colonels","colonel",1
"3404","popes","pope",1
"3405","playoffs","playoff",1
"3406","scouts","scout",1
"3407","automobiles","automobile",1
"3408","brokers","broker",1
"3409","sodiums","sodium",1
"3410","starters","starter",1
"3411","courtrooms","courtroom",1
"3412","pickups","pickup",1
"3413","sergeants","sergeant",1
"3414","pros","pro",1
"3415","wagons","wagon",1
"3416","elders","elder",1
"3417","racks","rack",1
"3418","inns","inn",1
"3419","gospels","gospel",1
"3420","cords","cord",1
"3422","statutes","statute",1
"3423","diabetes","diabetes",1
"3432","thanksgivings","thanksgiving",1
"3433","alleys","alley",1
"3434","touchdowns","touchdown",1
"3435","eves","eve",1
"3436","stacks","stack",1
"3437","teammates","teammate",1
"3438","videotapes","videotape",1
"3439","aisles","aisle",1
"3440","planners","planner",1
"3441","orbits","orbit",1
"3442","hormones","hormone",1
"3443","organisms","organism",1
"3444","ecosystems","ecosystem",1
"3445","legislators","legislator",1
"3446","astronomers","astronomer",1
"3447","streaks","streak",1
"3448","doughs","dough",1
"3449","dynamics","dynamics",1
"3450","molecules","molecule",1
"3451","driveways","driveway",1
"3452","vendors","vendor",1
"3453","artifacts","artifact",1
"3454","basins","basin",1
"3456","fatigues","fatigue",1
"3457","nutrients","nutrient",1
"3459","ridges","ridge",1
"3460","plazas","plaza",1
"3461","bolts","bolt",1
"3462","marbles","marble",1
"3463","sensors","sensor",1
"3464","pistols","pistol",1
"3465","plaintiffs","plaintiff",1
"3466","emails","email",1
"3468","commissions","commission",1
"3469","honours","honour",1
"3470","slides","slide",1
"3471","mates","mate",1
"3472","tags","tag",1
"3473","halts","halt",1
"3474","patrols","patrol",1
"3475","pledges","pledge",1
"3477","screws","screw",1
"3478","spans","span",1
"3479","stems","stem",1
"3480","warrants","warrant",1
"3481","mobiles","mobile",1
"3482","teens","teen",1
"3483","cults","cult",1
"3484","feminists","feminist",1
"3485","militants","militant",1
"3489","beaches","beach",1
"3490","boxes","box",1
"3500","fishes","fish",1
"3504","lunches","lunch",1
"3506","marches","march",1
"3513","potatoes","potato",1
"3515","sandwiches","sandwich",1
"3522","tomatoes","tomato",1
"3524","watches","watch",1
"3529","brushes","brush",1
"3534","cashes","cash",1
"3536","churches","church",1
"3537","dishes","dish",1
"3541","jazzes","jazz",1
"3544","mangoes","mango",1
"3545","matches","match",1
"3546","mousses","mouse",1
"3559","toothbrushes","toothbrush",1
"3568","branches","branch",1
"3572","bunches","bunch",1
"3578","coaches","coach",1
"3586","finishes","finish",1
"3587","flues","flu",1
"3590","heroes","hero",1
"3592","inches","inch",1
"3598","mixes","mix",1
"3604","peaches","peace",1
"3605","peaches","peach",1
"3610","pushes","push",1
"3611","researches","research",1
"3614","searches","search",1
"3617","sexes","sex",1
"3620","speeches","speech",1
"3621","spinaches","spinach",1
"3622","squashes","squash",1
"3629","switches","switch",1
"3630","taxes","tax",1
"3632","trashes","trash",1
"3638","approaches","approach",1
"3643","benches","bench",1
"3654","dashes","dash",1
"3659","eyelashes","eyelash",1
"3661","flashes","flash",1
"3662","foxes","fox",1
"3677","prefixes","prefix",1
"3679","punches","punch",1
"3681","reaches","reach",1
"3682","rushes","rush",1
"3686","scratches","scratch",1
"3688","slashes","slash",1
"3690","splashes","splash",1
"3691","suffixes","suffix",1
"3697","touches","touch",1
"3703","wishes","wish",1
"3710","clutches","clutch",1
"3712","complexes","complex",1
"3721","indexes","index",1
"3722","launches","launch",1
"3729","sketches","sketch",1
"3733","stretches","stretch",1
"3737","arches","arch",1
"3739","buzzes","buzz",1
"3740","cargoes","cargo",1
"3741","clashes","clash",1
"3744","crushes","crush",1
"3746","echoes","echo",1
"3747","fleshes","flesh",1
"3753","influxes","influx",1
"3755","paradoxes","paradox",1
"3756","patches","patch",1
"3757","pitches","pitch",1
"3758","rashes","rash",1
"3760","relishes","relish",1
"3761","reproaches","reproach",1
"3767","stitches","stitch",1
"3773","couches","couch",1
"3774","rubbishes","rubbish",1
"3785","ashes","ash",1
"3786","breaches","breach",1
"3789","emergencies","emergence",1
"3790","excellencies","excellence",1
"3802","porches","porch",1
"3804","ranches","ranch",1
"3812","auguries","august",1
"3813","babies","baby",1
"3814","bodies","body",1
"3816","cities","city",1
"3817","countries","country",1
"3820","dictionaries","dictionary",1
"3821","factories","factory",1
"3822","families","family",1
"3826","nationalities","nationality",1
"3829","parties","party",1
"3835","universities","university",1
"3837","activities","activity",1
"3839","batteries","battery",1
"3841","biologies","biology",1
"3843","candies","candy",1
"3844","centuries","century",1
